pics,summary,tel,site,time,traffic,ticket,opentime,location,insides,id,name
0,,,,,,,,中国湖北省武汉市硚口区丰顺路,,5681840,丰顺路天顺园小区
15,让孩子们体验做大人的感觉,,,,,,,武汉市江汉区沿河大道1号沿江一号商城4楼（龙王庙旁）,,7047486,星期8小镇武汉站
0,,,,,,,,青龙山国家森林公园内,,17792809,革命烈士纪念馆
0,,,,,,,,江夏大道5号,,17792920,长岛
0,,,,,,,,青龙山国家森林公园内,,17691337,革命烈士纪念馆
0,,,,,,,,光谷大道,,17792917,藏龙岛
0,,,,,,,,汤孙湖畔,,17691439,华泰汤孙湖旅游度假区
0,,,,,,,,江夏大道5号,,17691445,长岛
0,,,,,,,,汤孙湖畔,,17792914,华泰汤孙湖旅游度假区
1,释放压力的天堂，大哭大笑大叫全由你,,,,,,,湖北武汉市洪山去光谷步行街二街动漫大道B区,,7047476,尖叫屋
0,,13986200575,,,,,,纸坊郑店街,,17691352,恒河生态园
1,李家集街道泡桐店有黄陂木兰八景之一：木兰云雾山。山内有竹林寺，花语山；仙人洞；八里溪谷；思源观；花径；跪子石；青龙嘴等风景区。李家集街道西北为群山，一年四季风景秀丽。享有“西陵胜地、楚北名区、陂西陲障、汉地祖山”美誉的云雾山，地处武汉市黄陂区西北部李家集街道泡桐店境内，距武汉市中心区65公里，距黄陂城区29公里；是一处以山地为主的自然风景区，主峰海拔709米，属武汉市最高峰。 武汉周边的山寨建造得最为雄伟壮观的当数黄陂李集的龙王尖遗迹了。龙王尖山寨是为御匪安民而修建，又名永安寨，坐落于李集镇东北和长轩岭镇西的交界处。壮观的山墙基本完整，蔚为壮观，号称武汉的长城。也是武汉的后花园一景。 作京城遗址属汉代古城址，位于黄陂区李集街道作京城村。遗址呈不规则“亚”字形，东西长约200米、南北宽约为140米，残高2——6米，夯筑城垣顶宽约12米，基宽约30米，北、东、南三面有城门遗迹，城外有护城河遗迹。城垣为红褐土和黄砂土分层夯筑而成，城垣内叠压有板、筒瓦。城内散布大量绳纹筒瓦、板瓦残片。作京城遗址的发现，对研究武汉地区古代文化、长江流域古城址的起源、发展及古代建筑技术、黄陂的历史地望均具有重要的意义。,,,,由武汉市黄陂区前川客运中心可以乘公交直达李家集街道和泡桐店。街道内有祁泡线（祁家湾-泡桐）贯穿，连接黄陂区和孝感市孝昌县丰山镇。,,,武汉市黄陂区,,3486110,李家集镇
0,,13986200575,,,,,,纸坊郑店街,,17792827,恒河生态园
1,名流人和天地位于武汉盘龙城经济开发区内，距武汉天河机场6公里，汉口火车站5公里。该地块拥有3600米绵长湖岸线、1.5万亩湖光水影。在建810亩规划中，分为六个组团开发（太和园、广和园、润和园、怡和园、风和园、沁和园）。总建筑面积为108万平方米，绿化率37%。产品涵盖普通住宅、小高层住宅及高层住宅多种类型，同时还有商业网点、幼儿园、小学、医院、酒店办公等公共配套建筑。,,,,,,,武汉市黄陂区巨龙大道,,5693017,巨龙大道名流人和天地
1,位于汉阳区江欣苑社区的武汉汉绣博物馆面积达1000平米，包括历史馆、名人馆、陈列馆、实景馆和体验区等，展示了包括《九头鸟》、《古黄鹤楼》在内的多幅汉绣精品。,,,,,,,武汉市汉阳区江堤中路11号,,17360776,汉绣博物馆
3,恒河生态园面积大，地形多样，空间立体性表现出色，水陆生态环境并存。园区内100多亩的苗木区内各种参天大树，古树，植被种类丰富，名贵树木繁多，集科普、观赏于一体。且空气清新，环境优美，适于休闲。  庄园在“唯美、浪漫、闲适”的主题下，将文化创意与现代农业相结合，种植了普罗旺斯薰衣草，柳叶马鞭草，波斯菊，硫花菊，金鸡菊，满天星，向日葵，蔷薇等数十种花卉，以视觉、听觉、嗅觉、味觉、触觉五感深度体验，为人们提供全新的浪漫摄影休闲空间。,,,,乘坐轨道交通4号线---白沙洲大道江民路站【906路公交/202路公交】---步行至恒河生态园即可。,,,湖北省武汉市江夏区郑店街劳七村和廖桥村,,17309296,恒河生态园
3,蓝波湾水文化度假村坐落于江夏区乌龙泉镇友爱村梁子湖畔，梁子湖是湖北省容水量最大的淡水湖之一，湖面面积位居全省第二；也是驰名中外的武昌鱼的故乡，常年平均水深3米。梁子湖以“水清”、 “秀丽”、“奇特”三大特色著称。是集现代农业观光、生态旅游、休闲度假于一体的大型水文化庄园。,,,,,,9:00-23:00,武汉市江夏区乌龙泉镇友爱村蓝波湾,,16409613,蓝波湾
4,汉南喜鹊湖花海坐落在武汉市西南方的汉南区湘口街，景区占地总面积约7800亩，由湖北楚湘农业发展投资开发有限公司投资人民币3亿元兴建。园区以生态开发为宗旨，集现代农业种植、养殖、农业科普教育、农业观光、户外休闲、湿地保护为一体的生态农业观光园。,,,,公共交通：从邓甲村坐273到汉南纱帽客运站，然后专坐到仙桃的车，在五支沟下车即可。,,8:30-17:00,湖北省武汉市汉南区湘口街五支沟S321省道喜鹊湖花海,,16414143,喜鹊湖花海
0,　　武汉中华奇石馆位于武汉市汉阳区翠微路61号，毗邻归元古刹，北倚古琴台，西接墨水湖，风景秀丽，环境优雅，系涉外旅游景点，省级文明单位，武汉市科普教育基地，武汉市青少年校外教育基地。馆内建筑具有典型的明清风格，是以收藏展示各类观赏石、古生物化石、矿物晶体标本及盆景为主要内容，以丰富广大人民群众科普知识和文化生活为主要功能的城市园林艺术展馆。　　奇石展区面积2000余平方米，展品包括：湖北的三峡石、“石中皇后”大化石、色彩绚丽的葡萄玛瑙和内蒙的红碧玉等。除国内外各种精品石种外，新疆新发现的品位较高的藏瓷、藏玉、泡泡玉、雅丹结合石也在此聚合。化石展区面积3000余平方米，展出化石5000余件，全部为真品，有相当一部分达到精品或极品程度。如：古生物界鸟类“圣贤孔子鸟” 化石；地球上最古老的生物，生成于5亿年前的“三叶虫”化石；世界上最短命的生物“蜉蝣”化石；生活在距今约1万多年前地球上最大的哺乳动物“猛犸象”；还有恐龙家族等等。　　矿物晶体标本展区面积800余平方米，展品包括：亚洲第一的蔷薇水晶、有“东方绿宝石”美称的绿松石、“愚人金”黄铁矿、稀有的磷氯铅矿、自然金、自然银、色泽艳丽的菱锰矿以及被宝石界誉为“蓝晶”的海蓝宝等。 交通,,,,,,08:00—17:00。,湖北省武汉市汉阳区翠微路61号,,5430371,武汉盆景奇石根雕艺术馆
3,紫薇都市田园景区以植物编织文化为主题，具有无可比拟的独特性。紫薇都市田园以打造AAAA级景区为目标，成为武汉市富有特色的陆地机动游乐与水上机动游乐相结合、现代时尚游乐与传统智慧游乐相结合、休闲度假游玩与美食购物相结合、农家生活体验游乐与青少年园林花卉知识科普教育相结合的综合性大型游乐景区。,,,,公交路线： 乘车方式：武汉轨道交通1号线到新荣村车站换乘至仓埠的大巴；武汉火车站步行至武汉火车站乘坐525群力村方向，群力村换乘231平江大道阳逻客运站方向，平江大道阳逻客运站换乘232区(或232)汉施公路武湖村方向，平江大道童院下车步行至丰乐寺村。,,08:30-17:00,湖北省武汉市新洲区仓埠丰乐村特1号,,17310391,紫薇都市田园
5,冰雪奇园（Snow Wonderland）带游客如身临其境般游览阿尔卑斯的冰雪风光，精彩旅程贯穿奥地利、德国、意大利、法国、瑞士等欧洲五国。惊险刺激的4D影院、异域冰雪世界的风情、各类娱乐冒险的活动项目、琳琅满目的商品、亲子的互动与休闲教育等，都在园内融为一体，为各年龄层游客提供了可以轻松享受、与众不同的休闲娱乐体验。,18872244211;18986281211,,,地铁：从武汉轨道交通3号线和4号线王家湾J出口进入汉商21购物中心乘手扶梯至4楼 公交： 可乘266路，26路，338路，388路，531路，541路，556路，580路，648路，707路，720路，79路，电车5路在汉阳大道王家湾家乐福站下车 自驾：至王家湾汉商21购物中心地下停车场可乘电梯直达四楼,,,湖北省武汉市王家湾汉商21世纪购物中心4楼冰雪奇园,,15206247,冰雪奇园主题儿童游乐场
0,开展的自考独立本科段学历教育包括专科生升本科和本科生取得第二学位两种形式。,,,,,,,湖北省武汉市江夏区纸坊熊廷弼街特8号,,5694002,中国地质大学江城学院继续教育学院
0,,,,,,,,中国湖北省武汉市洪山区三环路,,5693976,湖北经济学院继续教育学院武昌校区
3,花乡茶谷，位于武汉市黄陂区蔡家榨街的红岗山，又名红界山、洪界山，为湖北名山，在武汉正北，黄陂、红安交界，一山两市（武汉市、黄冈市）。被木兰湖、吴家寺水库两湖相拥，湖光山色相映。,,,,公共交通： 1.从汉口火车站对面金家墩客运站坐去长岭岗的中巴车（需1.5-2小时）。再乘坐面包车4公里至花乡茶谷。 2.在汉口火车站做292公交到终点，再转到长岭岗的中巴车，再乘坐面包车4公里至花乡茶谷。 自驾：从武汉市出发大概需要1个小时。 武昌：上天兴洲长江大桥-进武麻高速-到黄埔北菜榨出口下，出口处可见花乡茶谷指示牌，按照指示牌指示很快到达园区 汉口：从岱黄高速-转外环（上海，合肥方向）进武麻高速-到黄埔北菜榨出口下，出口处可见花乡茶谷指示牌，按照指示牌指示很快到达园区 黄陂：从巨龙大道-青龙入口-进武麻高速-到黄埔北菜榨出口下，出口处可见花乡茶谷指示牌，按照指示牌指示很快到达园区。,,09:00-18:00,武汉市黄陂区蔡家榨街红岗山花乡茶谷旅游风景区,,17309167,花乡茶谷旅游度假风景区
5,喜鹊湖花湖-向日葵园占地面积500亩，栽种的全部都是食用型向日葵，是可以真正结出瓜子的。向日葵的花语是爱慕，永恒不变的守候。 葵园里还有很多站着的稻草人，放眼看去像乡下的田野帮人守田园的。有了看的当然也不能少了玩的，小朋友可以来充气城堡大展拳脚哟，也可以来试试钓螃蟹的感觉。当然我们这里不止有玩的看的，还有吃的，比如棉花糖，冰淇淋，饮料，另外还可以自己搭建烧烤账篷，享受一下户外BBQ。听起来很不错的样子吧，心动不如行动，赶紧嘀，背上你的包，拿着相机来一场说走就走的旅行吧！,,,,自驾：武汉-汉洪高速（武监高速）行至湘口收费站下-S321省道与六支沟交汇处即喜鹊湖花海,,8:00-17:00（9月28日-11月15日）,武汉市汉南区湘口街五支沟与S321省道交汇处,,17340634,喜鹊湖花海-向日葵园
0,古门山景区位于武汉木兰生态旅游区的姚家集镇境内，总面积6000亩，距武汉中心城区约65公里，是继木兰山、木兰湖、木兰天池三大景区建设之后开发的又一新景区。该区域规划面积约5000亩，属典型的山水石林景区。景区内乱石如林，千奇百怪；长河蜿蜒，两岸青山；幽谷深邃，百鸟和鸣；飞流直下，百丈垂练；湖水碧透，白鹭翔集。这里是观石景致，涉水游历，峡谷探究的旅游观光最佳处。,027-61598318,,,1、每周六早上9：00前有车由汉口武汉港发车，直达古门山景区，每天下午16：30左右返程；往返车费30元左右。     2、每周六早上9：00前有车由武昌洪山广场丽江饭店发车，直达古门山景区，每天下午16：30左右返程；往返车费30元左右。     自驾车：经汉口竹叶山转盘上岱黄高速，经黄陂区上黄土线往大悟方向，途中须经过木兰山岔路口、木兰天池岔路口，沿线笔直前行约5分钟过姚集大桥左转，走姚蔡公路约5分钟见指示标牌右转即可达景区。（沿路收费站：府河、木兰收费站；过路费用：约20－30元）,旺季40元，淡季30元,8：00—17:30,木兰生态旅游区的姚家集镇境内,,3480192,古门山
0,武汉经贸大学于1992年下半年开始筹建，1993年6月14日经湖北武汉经贸大学武汉经贸大学省人民政府批准。湖北省教委发文鄂教文（1993）054号正式成立。2000年8月学校经省计委和省教育厅批准，正式挂靠武汉工程大学（原武汉化工学院），成立了武汉工程大学职业技术学院吴家湾校区，2007年根据政策调整成立了武汉工程大学继续教育学院吴家湾校区。,027-51338721,http://www.whjmd.com/,,,,,湖北省武汉市洪山区珞瑜路吴家湾特1号,,5694001,武汉经贸大学
0,,,,,,,,中国湖北省武汉市东西湖区吴新干线,,3341686,兆丰草莓园
0,南湖校区是经省教育厅批准设立的，具有独立招生资格的全日制普通高等专科院校。南湖校区南依汤逊湖，北靠中环线，交通便利，环境优雅。该校区除共享主校区教育教学资源外，还拥有相对独立的专用教学资源。现有正、副院长5人，在高校工作多年，熟悉高校的教学、科研和管理工作，坚持按教育规律办学，能够保证正确的办学方向和优良的教学质量。现有专兼职教师130人，其中专职86人，兼职44人；副高以上44人，占33.84%；中级39人，占30%；初级47人，占36%；具有研究生以上学历的41人，占31.5%；形成了一支专家学者、管理干部、讲师技师和外籍教师“四结合”的教师队伍。有一批著名专家如外语系主任刘鉴生教授、经贸系主任肖兵教授、计科系主任冉春玉教授等在校区任教。现有校舍面积近4万平方米，有现代化的计算机网络系统和多媒体教室，有信息网络中心、电子电工技术中心、语言实验中心、计算机软件实验室、艺术设计实验室等教学设备先进，生活服务设施齐全，是学习深造的好地方。,,,,,,,中国湖北省武汉市洪山区博学路,,5693975,湖北省经济管理干部学院南湖校区
0,,,,,,,,武汉洪山区和平乡北洋桥村东湖港,,7643206,北洋桥
0,湖北公共关系职业培训学院创办于1993年，由湖北省公共关系协会主管。是一所以管理科学、公共关系、计算机软件工程、营销管理、会展管理职业培训为主，兼顾学历教育，重点培养经济管理、公共管理人才和专业技术人才的职业培训学院。现由武汉大谦投资有限公司投资控股，确立以就业为导向，以实训为方法的职业化、国际化人才培养之路。学院根植于历史文化底蕴深厚的湖北，座落在武汉市区大学城。学院办学条件优越，拥有15000m2的综合楼，教学设施齐全，设有图书室、多媒体教室、室内活动室、画室、音乐专用教室等。建有学生食堂，医务室、超市、电子阅览室，可供学生使用篮球、排球、羽毛球等室内外运动场地和生活设施，直接为教学和学生服务。,027-87395773,,,215路;565路;610路;616路;725路;734路;811路友谊大道柴林花园下,,,中国湖北省武汉市洪山区水蓝路,,5694010,湖北公共关系职业培训学院
0,,,,,,,,中国湖北省武汉市洪山区水蓝路,,5693997,基督教福音堂
0,,,,,,,,湖北省武汉市汉阳区琴台大道,,9229991,张之洞纪念公园
0,,027-81561913,,,,,,金口街中山舰路特1号,,17792803,中山舰博物馆
0,,027-59717654,,,,,,龙泉山北麓龙泉山生态园内,,17792830,云旗龙泉山生态园
0,,13652002384,,,,,,文化大道59号,,17792836,常青文化
0,,027-87935066,,,,,,武昌大道(近和平农庄),,17792869,普愿禅寺
0,,18040510020,,,,,,覃庙村村委会,,17792890,龙泉街覃庙村
0,,,,,,,,北华街,,17792896,基督教恩惠堂
0,,,,,,,,湖北经济学院梁山头商业街,,17792953,梁山头商业街
0,,,,,,,,明泽路6号海悦天地附近,,17792959,庙山美食一条街
0,,027-81800028,,,,,,江夏大道,,17792980,大花山
0,,,,,,,,天际路创辉石材斜对面,,17792986,儿童成长主题乐园
0,,,,,,,,江夏区经济开发区庙山办事处庙山大道11号汽车公园内豪华展厅,,17691340,开利星空
0,,15072333663,,,,,,纸坊街古驿道花之都创业街5-1,,17691373,花之都儿童乐园
0,,,,,,,,正街86号,,17691403,基督教恩典堂
0,,,,,,,,城关纸坊镇东南侧青龙山国家森林公园境内,,17691436,八方山
0,,,,,,,,高新四路康魅路,,17691463,金地·褐石庄园
0,,,,,,,,081乡道,,17691469,古龙山
0,,,,,,,,凤凰花园旁,,17691490,凤凰步行街
0,,13397145021,,,,,,段岭庙街老屋胡村（107国道1278KM处,,17691496,沛美达
0,,13986220486,,,,,,金银潭大道美联奥园永旺梦乐城三楼,,17691520,贝佳艺术馆(金银潭店)
0,,4006637748,,,,,,金南二路8号园博园北入口北游客中心旁杉杉湿地一号楼,,17691526,C11环球动漫展
0,,,,,,,,四东巷与沙羡街交叉口东南150米,,17691358,鳄鱼
0,,,,,,,,北华街,,17691385,新世纪公园
0,,18040510020,,,,,,覃庙村村委会,,17691415,龙泉街覃庙村
0,,,,,,,,082乡道,,17691475,鸽子山
0,,027-81800028,,,,,,江夏大道,,17691505,大花山
0,,18827007103,,,,,,吴家山一小园丁街3号,,17691532,一飞书画苑
0,,,,,,,,江夏大道武商培训学院对面,,17792842,武汉医药产业园
0,,15072333663,,,,,,纸坊街古驿道花之都创业街5-1,,17792848,花之都儿童乐园
0,,,,,,,,任家巷,,17792875,基督教恩光堂
0,,027-81620543,,,,,,浏芳街龙泉山景区,,17792932,龙泉山
0,,,,,,,,高新四路康魅路,,17792938,金地·褐石庄园
0,,,,,,,,凤凰花园旁,,17792965,凤凰步行街
0,,,,,,,,环湖东路6号,,17792992,园林艺术馆
0,,18827007103,,,,,,吴家山一小园丁街3号,,17691532,一飞书画苑
0,,027-81561913,,,,,,金口街中山舰路特1号,,17691331,中山舰博物馆
0,,,,,,,,梁子湖大道,,17691364,金湖湾科技生态园
0,,,,,,,,纸金路,,17691397,观音寺
0,,,,,,,,北华街,,17691421,基督教恩惠堂
0,,,,,,,,长乐路,,17691481,江夏商业街
0,,,,,,,,兴龙街,,17691487,龙泉群众文化广场
0,,,,,,,,天际路创辉石材斜对面,,17691511,儿童成长主题乐园
0,,,,,,,,环湖东路6号,,17691517,园林艺术馆
0,,,,,,,,东湖风景区滨湖村大庙咀,,17792881,东湖大庙咀金字塔
0,,,,,,,,马安路75号附近,,17792887,观音堂
0,,,,,,,,城关纸坊镇东南侧青龙山国家森林公园境内,,17792911,八方山
0,,,,,,,,081乡道,,17792944,古龙山
0,,13397145021,,,,,,段岭庙街老屋胡村（107国道1278KM处,,17792971,沛美达
0,,,,,,,,081乡道,,17792977,古龙塆
0,,,,,,,,五环大道142号,,17793004,聚文斋书画装裱美术工作室
0,,,,,,,,四东巷与沙羡街交叉口东南150米,,17792833,鳄鱼
0,,,,,,,,梁子湖大道,,17792839,金湖湾科技生态园
0,,,,,,,,北华街,,17792860,新世纪公园
0,,,,,,,,河垴街199号,,17792893,基督教同心堂
0,,,,,,,,082乡道,,17792950,鸽子山
0,,,,,,,,长乐路,,17792956,江夏商业街
0,,,,,,,,一零七国道,,17792983,段岭庙
0,,13554336999,,,,,,金南一路与三环交叉口处,,17793010,东方马城巨幕秀场
0,,,,,,,,青春村附近,,17691370,青春生态园
0,,,,,,,,任家巷,,17691400,基督教恩光堂
0,,,,,,,,东湖风景区滨湖村大庙咀,,17691406,东湖大庙咀金字塔
0,,,,,,,,005县道,,17691460,中华古文化游览园
0,,,,,,,,安山镇金家湾,,17691466,高腊梅水库
0,,,,,,,,谭鑫培路,,17691493,博雅豪庭时尚街
0,,,,,,,,龙泉山风景区附近,,17691499,昭王寝
0,,,,,,,,吴祁街48,,17691523,东西湖科技馆
0,,,,,,,,五环大道142号,,17691529,聚文斋书画装裱美术工作室
0,,027-59717654,,,,,,龙泉山北麓龙泉山生态园内,,17691355,云旗龙泉山生态园
0,,,,,,,,青龙路熊廷弼公园,,17691382,熊廷弼公园
0,,,,,,,,马安路75号附近,,17691412,观音堂
0,,,,,,,,河垴街199号,,17691418,基督教同心堂
0,,,,,,,,花山镇,,17691472,严东湖
0,,,,,,,,湖北经济学院梁山头商业街,,17691478,梁山头商业街
0,,,,,,,,081乡道,,17691502,古龙塆
0,,,,,,,,一零七国道,,17691508,段岭庙
0,,13554336999,,,,,,金南一路与三环交叉口处,,17691535,东方马城巨幕秀场
0,,,,,,,,江夏区经济开发区庙山办事处庙山大道11号汽车公园内豪华展厅,,17792812,开利星空
0,,,,,,,,青春村附近,,17792845,青春生态园
0,,,,,,,,纸金路,,17792872,观音寺
0,,,,,,,,正街86号,,17792878,基督教恩典堂
0,,,,,,,,005县道,,17792935,中华古文化游览园
0,,,,,,,,兴龙街,,17792962,龙泉群众文化广场
0,,,,,,,,谭鑫培路,,17792968,博雅豪庭时尚街
0,,13986220486,,,,,,金银潭大道美联奥园永旺梦乐城三楼,,17792995,贝佳艺术馆(金银潭店)
0,,,,,,,,青龙路熊廷弼公园,,17792857,熊廷弼公园
0,,,,,,,,五里界内,,17792884,巴登城
0,,,,,,,,安山镇金家湾,,17792941,高腊梅水库
0,,,,,,,,花山镇,,17792947,严东湖
0,,,,,,,,龙泉山风景区附近,,17792974,昭王寝
0,,4006637748,,,,,,金南二路8号园博园北入口北游客中心旁杉杉湿地一号楼,,17793001,C11环球动漫展
0,,18827007103,,,,,,吴家山一小园丁街3号,,17793007,一飞书画苑
0,,13652002384,,,,,,文化大道59号,,17691361,常青文化
0,,,,,,,,江夏大道武商培训学院对面,,17691367,武汉医药产业园
0,,027-87935066,,,,,,武昌大道(近和平农庄),,17691394,普愿禅寺
0,,027-81620543,,,,,,浏芳街龙泉山景区,,17691457,龙泉山
0,,,,,,,,明泽路6号海悦天地附近,,17691484,庙山美食一条街
